date,sales,series
2024-06-28 13:25:29,542.3865021915054,sales
2024-06-29 13:25:29,561.91064530451,sales
2024-06-30 13:25:29,586.5757374242141,sales
2024-07-01 13:25:29,569.6098124587751,sales
2024-07-02 13:25:29,601.389371955406,sales
2024-07-03 13:25:29,608.2095415706954,sales
2024-07-04 13:25:29,605.149171681341,sales
2024-07-05 13:25:29,619.0153570164255,sales
2024-07-06 13:25:29,635.5517058453336,sales
2024-07-07 13:25:29,628.1039112452466,sales
2024-07-08 13:25:29,649.5046601603871,sales
2024-07-09 13:25:29,654.9122570652372,sales
2024-07-10 13:25:29,669.131940300761,sales
2024-07-11 13:25:29,686.8018713957349,sales
2024-07-12 13:25:29,704.0020677967944,sales
2024-07-13 13:25:29,710.1114684647158,sales
2024-07-14 13:25:29,721.1315067705445,sales
2024-07-15 13:25:29,715.5554872873172,sales
2024-07-16 13:25:29,742.5441179073945,sales
2024-07-17 13:25:29,752.9636955842248,sales
2024-07-18 13:25:29,742.5233636702546,sales
2024-07-19 13:25:29,753.5678739828315,sales
2024-07-20 13:25:29,757.6923042902333,sales
2024-07-21 13:25:29,772.3192831114268,sales
2024-07-22 13:25:29,804.3289328466709,sales
2024-07-23 13:25:29,810.001122373515,sales
2024-07-24 13:25:29,793.1010873130037,sales
2024-07-25 13:25:29,821.189770586454,sales
2024-07-26 13:25:29,832.6119544770322,sales
2024-07-27 13:25:29,832.8987121373295,sales
2024-07-28 13:25:29,863.0778437673672,sales
2024-07-29 13:25:29,864.6876576248031,sales
2024-07-30 13:25:29,871.4073157848509,sales
2024-07-31 13:25:29,893.7263569678968,sales
2024-08-01 13:25:29,893.9839735178292,sales
2024-08-02 13:25:29,900.122161695641,sales
2024-08-03 13:25:29,915.2011788427116,sales
2024-08-04 13:25:29,920.885731393922,sales
2024-08-05 13:25:29,912.6819219510011,sales
2024-08-06 13:25:29,948.5120963553,sales
2024-08-07 13:25:29,946.1733699356574,sales
2024-08-08 13:25:29,945.2742396998308,sales
2024-08-09 13:25:29,980.9970777965591,sales
2024-08-10 13:25:29,1006.765975236028,sales
2024-08-11 13:25:29,985.2177780171412,sales
2024-08-12 13:25:29,984.8714287427819,sales
2024-08-13 13:25:29,994.4419854151855,sales
2024-08-14 13:25:29,995.1390505910961,sales
2024-08-15 13:25:29,1015.6588399227737,sales
2024-08-16 13:25:29,1046.1011875253557,sales
2024-08-17 13:25:29,1049.3698823187706,sales
2024-08-18 13:25:29,1041.8527716026817,sales
2024-08-19 13:25:29,1059.272944854781,sales
2024-08-20 13:25:29,1077.9181891606638,sales
2024-08-21 13:25:29,1088.510015964056,sales
2024-08-22 13:25:29,1089.3411847431132,sales
2024-08-23 13:25:29,1124.7228622691011,sales
2024-08-24 13:25:29,1127.8208693378,sales
2024-08-25 13:25:29,1131.594352899945,sales
2024-08-26 13:25:29,1148.4470008822145,sales
2024-08-27 13:25:29,1140.066443248854,sales
2024-08-28 13:25:29,1157.2180690242967,sales
2024-08-29 13:25:29,1168.8971474237228,sales
2024-08-30 13:25:29,1196.930494541869,sales
2024-08-31 13:25:29,1187.0206533745395,sales
2024-09-01 13:25:29,1201.9007180308786,sales
2024-09-02 13:25:29,1224.6545072892936,sales
2024-09-03 13:25:29,1232.152211803469,sales
2024-09-04 13:25:29,1225.0657336273582,sales
2024-09-05 13:25:29,1245.5478412037637,sales
2024-09-06 13:25:29,1243.6415051543308,sales
2024-09-07 13:25:29,1260.1333239055184,sales
2024-09-08 13:25:29,1261.8412009212639,sales
2024-09-09 13:25:29,1292.7124786378208,sales
2024-09-10 13:25:29,1288.8094968053426,sales
2024-09-11 13:25:29,1298.4026598845514,sales
2024-09-12 13:25:29,1314.2266073708593,sales
2024-09-13 13:25:29,1308.8456418470498,sales
2024-09-14 13:25:29,1345.5143163262371,sales
2024-09-15 13:25:29,1352.1835242043244,sales
2024-09-16 13:25:29,1350.2851520036606,sales
2024-09-17 13:25:29,1359.7966030803054,sales
2024-09-18 13:25:29,1361.1659424581555,sales
2024-09-19 13:25:29,1388.4325242718578,sales
2024-09-20 13:25:29,1396.5784377431753,sales
2024-09-21 13:25:29,1418.062911093182,sales
2024-09-22 13:25:29,1419.8389077271604,sales
2024-09-23 13:25:29,1439.7889825072446,sales
2024-09-24 13:25:29,1437.117775970198,sales
2024-09-25 13:25:29,1433.3140342458848,sales
2024-09-26 13:25:29,1469.0170213228353,sales
2024-09-27 13:25:29,1464.4443651811437,sales
2024-09-28 13:25:29,1476.733404623784,sales
2024-09-29 13:25:29,1482.5178037218382,sales
2024-09-30 13:25:29,1486.7549077062347,sales
2024-10-01 13:25:29,1505.3904542518037,sales
2024-10-02 13:25:29,1522.4685174562774,sales
2024-10-03 13:25:29,1526.5413832043107,sales
2024-10-04 13:25:29,1523.9807464668274,sales
2024-10-05 13:25:29,1530.3577066716584,sales
2024-10-06 13:25:29,1559.7874963589495,sales
2024-10-07 13:25:29,1562.5935364510901,sales
2024-10-08 13:25:29,1570.5091051210284,sales
2024-10-09 13:25:29,1594.2618580424942,sales
2024-10-10 13:25:29,1595.745485700118,sales
2024-10-11 13:25:29,1582.8810217999855,sales
2024-10-12 13:25:29,1596.342575269011,sales
2024-10-13 13:25:29,1604.8713464329403,sales
2024-10-14 13:25:29,1612.8892997787357,sales
2024-10-15 13:25:29,1632.9577320172546,sales
2024-10-16 13:25:29,1639.7199004749893,sales
2024-10-17 13:25:29,1659.2193425937098,sales
2024-10-18 13:25:29,1683.4233348983919,sales
2024-10-19 13:25:29,1689.4588877178887,sales
2024-10-20 13:25:29,1696.4191735941108,sales
2024-10-21 13:25:29,1682.3793516744558,sales
2024-10-22 13:25:29,1700.0012151688334,sales
2024-10-23 13:25:29,1740.7194581654785,sales
2024-10-24 13:25:29,1734.8901523366371,sales
2024-10-25 13:25:29,1743.8993502394987,sales
2024-10-26 13:25:29,1764.9803236529835,sales
2024-10-27 13:25:29,1760.6442361886916,sales
2024-10-28 13:25:29,1761.4141503512571,sales
2024-10-29 13:25:29,1773.3042482092867,sales
2024-10-30 13:25:29,1787.7931413493536,sales
2024-10-31 13:25:29,1796.4663514694137,sales
2024-11-01 13:25:29,1813.8289391293936,sales
2024-11-02 13:25:29,1819.8844608293998,sales
2024-11-03 13:25:29,1820.5869977946627,sales
2024-11-04 13:25:29,1858.9712868416036,sales
2024-11-05 13:25:29,1840.05945861925,sales
2024-11-06 13:25:29,1851.8248222017562,sales
2024-11-07 13:25:29,1878.5397789353044,sales
2024-11-08 13:25:29,1890.1737619001842,sales
2024-11-09 13:25:29,1895.189938238179,sales
2024-11-10 13:25:29,1909.380064619392,sales
2024-11-11 13:25:29,1905.9118478499279,sales
2024-11-12 13:25:29,1920.5030648232137,sales
2024-11-13 13:25:29,1942.2311788488807,sales
2024-11-14 13:25:29,1946.1481557692919,sales
2024-11-15 13:25:29,1953.913508355321,sales
2024-11-16 13:25:29,1938.0443724711972,sales
2024-11-17 13:25:29,1967.418769941509,sales
2024-11-18 13:25:29,1972.5853733521049,sales
2024-11-19 13:25:29,2000.9757711323614,sales
2024-11-20 13:25:29,2017.9261120430738,sales
2024-11-21 13:25:29,2005.5672067253138,sales
2024-11-22 13:25:29,2021.7650020067665,sales
2024-11-23 13:25:29,2014.1099729199666,sales
2024-11-24 13:25:29,2031.7104955082395,sales
2024-11-25 13:25:29,2047.352569653703,sales
2024-11-26 13:25:29,2058.359812826578,sales
2024-11-27 13:25:29,2078.5240192719966,sales
2024-11-28 13:25:29,2082.6537359823246,sales
2024-11-29 13:25:29,2096.850408346383,sales
2024-11-30 13:25:29,2090.888329930161,sales
2024-12-01 13:25:29,2112.306135796865,sales
2024-12-02 13:25:29,2125.2103186349877,sales
2024-12-03 13:25:29,2129.587550992242,sales
2024-12-04 13:25:29,2151.5904807697384,sales
2024-12-05 13:25:29,2153.609003294049,sales
2024-12-06 13:25:29,2154.0033040627936,sales
2024-12-07 13:25:29,2171.84294895244,sales
2024-12-08 13:25:29,2184.1749030388796,sales
2024-12-09 13:25:29,2185.9381488971017,sales
2024-12-10 13:25:29,2201.386377656545,sales
2024-12-11 13:25:29,2209.6487821228125,sales
2024-12-12 13:25:29,2227.3112542132153,sales
2024-12-13 13:25:29,2229.1483509807017,sales
2024-12-14 13:25:29,2228.872544921732,sales
2024-12-15 13:25:29,2254.274036761213,sales
2024-12-16 13:25:29,2250.4594049727575,sales
2024-12-17 13:25:29,2271.0317483394283,sales
2024-12-18 13:25:29,2281.468548117166,sales
2024-12-19 13:25:29,2288.072602424331,sales
2024-12-20 13:25:29,2302.3617088204805,sales
2024-12-21 13:25:29,2318.894337174184,sales
2024-12-22 13:25:29,2324.7844169498835,sales
2024-12-23 13:25:29,2325.5068450750555,sales
2024-12-24 13:25:29,2358.6975644353643,sales
2024-12-25 13:25:29,2332.533967493592,sales
2024-12-26 13:25:29,2356.3461926880814,sales
2024-12-27 13:25:29,2379.1913920280754,sales
2024-12-28 13:25:29,2401.22428976561,sales
2024-12-29 13:25:29,2377.309856126496,sales
2024-12-30 13:25:29,2405.4830830760598,sales
2024-12-31 13:25:29,2401.0019956885726,sales
2025-01-01 13:25:29,2423.408966609134,sales
2025-01-02 13:25:29,2420.869900747677,sales
2025-01-03 13:25:29,2438.45770420763,sales
2025-01-04 13:25:29,2449.3379626313626,sales
2025-01-05 13:25:29,2456.6871685297733,sales
2025-01-06 13:25:29,2460.805963204737,sales
2025-01-07 13:25:29,2475.749194071018,sales
2025-01-08 13:25:29,2473.7928316351445,sales
2025-01-09 13:25:29,2511.424366794975,sales
2025-01-10 13:25:29,2508.835253777485,sales
2025-01-11 13:25:29,2523.4955559372556,sales
2025-01-12 13:25:29,2522.040607904136,sales
2025-01-13 13:25:29,2513.587714831596,sales
2025-01-14 13:25:29,2539.0593021232526,sales
2025-01-15 13:25:29,2574.5761394992155,sales
2025-01-16 13:25:29,2554.7258938611967,sales
2025-01-17 13:25:29,2574.1396670194854,sales
2025-01-18 13:25:29,2604.4442697861205,sales
2025-01-19 13:25:29,2588.8172179668536,sales
2025-01-20 13:25:29,2622.1656204833494,sales
2025-01-21 13:25:29,2616.224453436659,sales
2025-01-22 13:25:29,2611.6752528565585,sales
2025-01-23 13:25:29,2641.8023303780465,sales
2025-01-24 13:25:29,2658.440766274335,sales
2025-01-25 13:25:29,2669.3298391982785,sales
2025-01-26 13:25:29,2667.8842965455688,sales
2025-01-27 13:25:29,2668.056375438727,sales
2025-01-28 13:25:29,2682.4175904700796,sales
2025-01-29 13:25:29,2697.361853332953,sales
2025-01-30 13:25:29,2699.907943335596,sales
2025-01-31 13:25:29,2716.0710840073343,sales
2025-02-01 13:25:29,2730.904467230456,sales
2025-02-02 13:25:29,2741.762256576695,sales
2025-02-03 13:25:29,2734.647726168255,sales
2025-02-04 13:25:29,2757.637852802052,sales
2025-02-05 13:25:29,2786.787104754198,sales
2025-02-06 13:25:29,2777.999698516179,sales
2025-02-07 13:25:29,2774.99131159511,sales
2025-02-08 13:25:29,2819.138187040083,sales
2025-02-09 13:25:29,2809.740877522762,sales
2025-02-10 13:25:29,2819.168602609069,sales
2025-02-11 13:25:29,2821.57547356547,sales
2025-02-12 13:25:29,2826.934303518333,sales
2025-02-13 13:25:29,2858.8294927567385,sales
2025-02-14 13:25:29,2871.4129521103173,sales
2025-02-15 13:25:29,2885.8870258825054,sales
2025-02-16 13:25:29,2854.8759209377345,sales
2025-02-17 13:25:29,2884.5644578506435,sales
2025-02-18 13:25:29,2898.557625864935,sales
2025-02-19 13:25:29,2905.16647978943,sales
2025-02-20 13:25:29,2927.126655446509,sales
2025-02-21 13:25:29,2915.633596362629,sales
2025-02-22 13:25:29,2927.930750660839,sales
2025-02-23 13:25:29,2953.705647465895,sales
2025-02-24 13:25:29,2972.6123332747748,sales
2025-02-25 13:25:29,2978.091431259431,sales
2025-02-26 13:25:29,2979.792213402183,sales
2025-02-27 13:25:29,2977.84539140049,sales
2025-02-28 13:25:29,2992.9746719464624,sales
2025-03-01 13:25:29,3012.5695149664875,sales
2025-03-02 13:25:29,3025.2568806152335,sales
2025-03-03 13:25:29,3027.7745251526817,sales
2025-03-04 13:25:29,3033.222765497757,sales
2025-03-05 13:25:29,3034.0222411497675,sales
2025-03-06 13:25:29,3062.3970183848423,sales
2025-03-07 13:25:29,3070.949740681258,sales
2025-03-08 13:25:29,3064.451248573849,sales
2025-03-09 13:25:29,3103.1001096090476,sales
2025-03-10 13:25:29,3114.027508642551,sales
2025-03-11 13:25:29,3108.04080658841,sales
2025-03-12 13:25:29,3123.3571316302996,sales
2025-03-13 13:25:29,3131.9869999107664,sales
2025-03-14 13:25:29,3142.8480090336893,sales
2025-03-15 13:25:29,3129.1262445693883,sales
2025-03-16 13:25:29,3139.0844040644283,sales
2025-03-17 13:25:29,3181.4735091576144,sales
2025-03-18 13:25:29,3187.1554841716097,sales
2025-03-19 13:25:29,3175.4227546337315,sales
2025-03-20 13:25:29,3191.0090910965614,sales
2025-03-21 13:25:29,3211.901914775961,sales
2025-03-22 13:25:29,3214.9996175507467,sales
2025-03-23 13:25:29,3226.8619646903676,sales
2025-03-24 13:25:29,3242.0218612100653,sales
2025-03-25 13:25:29,3250.0825954629345,sales
2025-03-26 13:25:29,3259.9024902821116,sales
2025-03-27 13:25:29,3254.0889613643503,sales
2025-03-28 13:25:29,3282.1856346774293,sales
2025-03-29 13:25:29,3295.095044845316,sales
2025-03-30 13:25:29,3291.3995110125247,sales
2025-03-31 13:25:29,3310.238385902451,sales
2025-04-01 13:25:29,3329.2188091644857,sales
2025-04-02 13:25:29,3337.1112396871167,sales
2025-04-03 13:25:29,3341.700375542598,sales
2025-04-04 13:25:29,3357.0289273526073,sales
2025-04-05 13:25:29,3365.723012206207,sales
2025-04-06 13:25:29,3371.106019438871,sales
2025-04-07 13:25:29,3393.569664460109,sales
2025-04-08 13:25:29,3402.2769681986692,sales
2025-04-09 13:25:29,3406.254233677624,sales
2025-04-10 13:25:29,3414.068062568317,sales
2025-04-11 13:25:29,3426.339664149657,sales
2025-04-12 13:25:29,3456.9975823464706,sales
2025-04-13 13:25:29,3449.265770590778,sales
2025-04-14 13:25:29,3466.3965120805383,sales
2025-04-15 13:25:29,3452.798017574735,sales
2025-04-16 13:25:29,3459.679517788102,sales
2025-04-17 13:25:29,3496.6786107793387,sales
2025-04-18 13:25:29,3473.926557812252,sales
2025-04-19 13:25:29,3498.6812935218186,sales
2025-04-20 13:25:29,3512.35623906267,sales
2025-04-21 13:25:29,3503.71114597495,sales
2025-04-22 13:25:29,3544.231325976895,sales
2025-04-23 13:25:29,3538.294306632431,sales
2025-04-24 13:25:29,3562.993076662847,sales
2025-04-25 13:25:29,3554.09639756551,sales
2025-04-26 13:25:29,3586.530533441385,sales
2025-04-27 13:25:29,3575.483227955403,sales
2025-04-28 13:25:29,3584.272188146973,sales
2025-04-29 13:25:29,3622.3315036431886,sales
2025-04-30 13:25:29,3603.5882431360264,sales
2025-05-01 13:25:29,3603.8069817242404,sales
2025-05-02 13:25:29,3624.693314695254,sales
2025-05-03 13:25:29,3640.552424550908,sales
2025-05-04 13:25:29,3646.7110400865504,sales
2025-05-05 13:25:29,3663.840114154559,sales
2025-05-06 13:25:29,3663.474578321445,sales
2025-05-07 13:25:29,3684.012029119927,sales
2025-05-08 13:25:29,3688.2591089387843,sales
2025-05-09 13:25:29,3702.5105626479203,sales
2025-05-10 13:25:29,3716.451278645323,sales
2025-05-11 13:25:29,3731.063689774378,sales
2025-05-12 13:25:29,3734.991754684906,sales
2025-05-13 13:25:29,3737.074919187207,sales
2025-05-14 13:25:29,3748.0146783635405,sales
2025-05-15 13:25:29,3760.0868560259682,sales
2025-05-16 13:25:29,3755.2836341733837,sales
2025-05-17 13:25:29,3782.7561753601426,sales
2025-05-18 13:25:29,3802.9271442152135,sales
2025-05-19 13:25:29,3794.3873934681164,sales
2025-05-20 13:25:29,3816.515874210255,sales
2025-05-21 13:25:29,3819.76325849116,sales
2025-05-22 13:25:29,3817.104367285251,sales
2025-05-23 13:25:29,3845.275372695323,sales
2025-05-24 13:25:29,3845.2815876819295,sales
2025-05-25 13:25:29,3867.877697960072,sales
2025-05-26 13:25:29,3863.152870771077,sales
2025-05-27 13:25:29,3875.312428985342,sales
2025-05-28 13:25:29,3903.8705796146623,sales
2025-05-29 13:25:29,3905.0197387863773,sales
2025-05-30 13:25:29,3905.016757826584,sales
2025-05-31 13:25:29,3917.1442470259153,sales
2025-06-01 13:25:29,3938.6627298303974,sales
2025-06-02 13:25:29,3936.0207432263587,sales
2025-06-03 13:25:29,3960.1956715712413,sales
2025-06-04 13:25:29,3969.0675724459657,sales
2025-06-05 13:25:29,3971.2149013268786,sales
2025-06-06 13:25:29,3987.103658683629,sales
2025-06-07 13:25:29,4002.9055906338226,sales
2025-06-08 13:25:29,3997.7541227864467,sales
2025-06-09 13:25:29,4017.8755293382033,sales
2025-06-10 13:25:29,4017.87465638678,sales
2025-06-11 13:25:29,4031.2152587371606,sales
2025-06-12 13:25:29,4025.3006950346967,sales
2025-06-13 13:25:29,4050.566660398894,sales
2025-06-14 13:25:29,4066.0174304667958,sales
2025-06-15 13:25:29,4061.462603655037,sales
2025-06-16 13:25:29,4078.1350122604354,sales
2025-06-17 13:25:29,4094.8504609054894,sales
2025-06-18 13:25:29,4094.578647828886,sales
2025-06-19 13:25:29,4102.764161375676,sales
2025-06-20 13:25:29,4110.587986924329,sales
2025-06-21 13:25:29,4120.492717888225,sales
2025-06-22 13:25:29,4136.674713236672,sales
2025-06-23 13:25:29,4165.976642489292,sales
2025-06-24 13:25:29,4143.872788018455,sales
2025-06-25 13:25:29,4170.680304951076,sales
2025-06-26 13:25:29,4186.70109442846,sales
2025-06-27 13:25:29,4191.586600241565,sales
2025-06-28 13:25:29,4204.639228269397,sales
2025-06-29 13:25:29,4204.626265632232,sales
2025-06-30 13:25:29,4209.6867212603565,sales
2025-07-01 13:25:29,4232.264040367228,sales
2025-07-02 13:25:29,4254.607524022743,sales
2025-07-03 13:25:29,4257.182693111171,sales
2025-07-04 13:25:29,4244.982671879716,sales
2025-07-05 13:25:29,4287.542671110022,sales
2025-07-06 13:25:29,4286.209318179833,sales
2025-07-07 13:25:29,4277.534183127325,sales
2025-07-08 13:25:29,4290.2958716963785,sales
2025-07-09 13:25:29,4315.857329582641,sales
2025-07-10 13:25:29,4313.8633998274745,sales
2025-07-11 13:25:29,4330.5776749410525,sales
2025-07-12 13:25:29,4324.195553880509,sales
2025-07-13 13:25:29,4341.187588976229,sales
2025-07-14 13:25:29,4365.02657182099,sales
2025-07-15 13:25:29,4383.585894566399,sales
2025-07-16 13:25:29,4379.683334846588,sales
2025-07-17 13:25:29,4387.057157410527,sales
2025-07-18 13:25:29,4418.8178750910765,sales
2025-07-19 13:25:29,4409.790714166347,sales
2025-07-20 13:25:29,4416.688505006202,sales
2025-07-21 13:25:29,4446.334326944218,sales
2025-07-22 13:25:29,4438.1338304446335,sales
2025-07-23 13:25:29,4459.9053343801015,sales
2025-07-24 13:25:29,4478.769204407157,sales
2025-07-25 13:25:29,4469.200812181329,sales
2025-07-26 13:25:29,4479.149162112656,sales
2025-07-27 13:25:29,4491.871418086502,sales
2025-07-28 13:25:29,4507.868869269324,sales
2025-07-29 13:25:29,4504.2734028466975,sales
2025-07-30 13:25:29,4517.950277194191,sales
2025-07-31 13:25:29,4516.191091907901,sales
2025-08-01 13:25:29,4548.84467754944,sales
2025-08-02 13:25:29,4545.673910030792,sales
2025-08-03 13:25:29,4573.4090588311465,sales
2025-08-04 13:25:29,4561.022976222248,sales
2025-08-05 13:25:29,4601.726292275834,sales
2025-08-06 13:25:29,4598.433182305481,sales
2025-08-07 13:25:29,4601.450649379236,sales
2025-08-08 13:25:29,4612.35285658306,sales
2025-08-09 13:25:29,4616.595164323218,sales
2025-08-10 13:25:29,4638.560319489555,sales
2025-08-11 13:25:29,4647.096993905635,sales
2025-08-12 13:25:29,4635.335193519859,sales
2025-08-13 13:25:29,4677.5148854455465,sales
2025-08-14 13:25:29,4686.665378073054,sales
2025-08-15 13:25:29,4693.119157447813,sales
2025-08-16 13:25:29,4700.5467066829315,sales
2025-08-17 13:25:29,4691.1267045914665,sales
2025-08-18 13:25:29,4709.40549281604,sales
2025-08-19 13:25:29,4721.976385728679,sales
2025-08-20 13:25:29,4736.151836000783,sales
2025-08-21 13:25:29,4746.029435180878,sales
2025-08-22 13:25:29,4733.202206975306,sales
2025-08-23 13:25:29,4749.179086373248,sales
2025-08-24 13:25:29,4777.780084493927,sales
2025-08-25 13:25:29,4777.937573496179,sales
2025-08-26 13:25:29,4812.916977030431,sales
2025-08-27 13:25:29,4790.489211226759,sales
2025-08-28 13:25:29,4816.7551640647725,sales
2025-08-29 13:25:29,4825.947768568304,sales
2025-08-30 13:25:29,4832.834330835604,sales
2025-08-31 13:25:29,4847.603842284927,sales
2025-09-01 13:25:29,4842.491951400266,sales
2025-09-02 13:25:29,4852.110394107118,sales
2025-09-03 13:25:29,4862.1806204154855,sales
2025-09-04 13:25:29,4889.049995025862,sales
2025-09-05 13:25:29,4881.14111894403,sales
2025-09-06 13:25:29,4906.852801888247,sales
2025-09-07 13:25:29,4902.763210066198,sales
2025-09-08 13:25:29,4922.662440860388,sales
2025-09-09 13:25:29,4927.383820518878,sales
2025-09-10 13:25:29,4940.2715320971,sales
2025-09-11 13:25:29,4945.0362194984045,sales
2025-09-12 13:25:29,4956.269352526493,sales
2025-09-13 13:25:29,4970.513028505101,sales
2025-09-14 13:25:29,4980.480185828916,sales
2025-09-15 13:25:29,4997.469518822249,sales
2025-09-16 13:25:29,5003.674863729581,sales
2025-09-17 13:25:29,5004.053747271289,sales
2025-09-18 13:25:29,5026.833727475185,sales
2025-09-19 13:25:29,5035.061919858729,sales
2025-09-20 13:25:29,5040.547224697352,sales
2025-09-21 13:25:29,5028.06602464273,sales
2025-09-22 13:25:29,5080.571027777171,sales
2025-09-23 13:25:29,5070.606139295943,sales
2025-09-24 13:25:29,5090.644375098649,sales
2025-09-25 13:25:29,5085.41568127372,sales
2025-09-26 13:25:29,5095.595089069346,sales
2025-09-27 13:25:29,5112.73608709986,sales
2025-09-28 13:25:29,5124.629043984989,sales
2025-09-29 13:25:29,5144.882314802612,sales
2025-09-30 13:25:29,5132.302950627434,sales
2025-10-01 13:25:29,5164.7554018209585,sales
2025-10-02 13:25:29,5146.376065995392,sales
2025-10-03 13:25:29,5169.923826786913,sales
2025-10-04 13:25:29,5173.453377195732,sales
2025-10-05 13:25:29,5204.998448282844,sales
2025-10-06 13:25:29,5208.212603845173,sales
2025-10-07 13:25:29,5202.712817579188,sales
2025-10-08 13:25:29,5221.724368754556,sales
2025-10-09 13:25:29,5226.5880114859365,sales
2025-10-10 13:25:29,5235.467867891724,sales
2025-10-11 13:25:29,5255.676693830761,sales
2025-10-12 13:25:29,5260.696619794017,sales
2025-10-13 13:25:29,5279.122121623355,sales
2025-10-14 13:25:29,5278.259498160176,sales
2025-10-15 13:25:29,5290.494993397291,sales
2025-10-16 13:25:29,5299.13645928571,sales
2025-10-17 13:25:29,5321.461989814246,sales
2025-10-18 13:25:29,5325.989212754716,sales
2025-10-19 13:25:29,5315.36987828484,sales
2025-10-20 13:25:29,5331.600870067032,sales
2025-10-21 13:25:29,5351.99600961033,sales
2025-10-22 13:25:29,5355.343854778806,sales
2025-10-23 13:25:29,5375.946863066071,sales
2025-10-24 13:25:29,5370.299185967638,sales
2025-10-25 13:25:29,5389.917289327654,sales
2025-10-26 13:25:29,5399.381244227653,sales
2025-10-27 13:25:29,5415.074500183165,sales
2025-10-28 13:25:29,5416.226213434341,sales
2025-10-29 13:25:29,5426.838863177646,sales
2025-10-30 13:25:29,5458.212333805014,sales
2025-10-31 13:25:29,5440.441200484803,sales
2025-11-01 13:25:29,5455.414949843665,sales
2025-11-02 13:25:29,5475.523472566437,sales
2025-11-03 13:25:29,5464.289722296147,sales
2025-11-04 13:25:29,5488.184534419608,sales
2025-11-05 13:25:29,5501.717985616075,sales
2025-11-06 13:25:29,5523.267783846004,sales
2025-11-07 13:25:29,5517.158935567486,sales
2025-11-08 13:25:29,5527.466955499137,sales
2025-11-09 13:25:29,5536.379011218483,sales
2025-11-10 13:25:29,5546.723701092874,sales
2025-11-11 13:25:29,5575.865961122584,sales
2025-11-12 13:25:29,5588.892498270552,sales
2025-11-13 13:25:29,5593.157694646289,sales
2025-11-14 13:25:29,5584.76153484499,sales
2025-11-15 13:25:29,5594.872164089878,sales
2025-11-16 13:25:29,5608.939983912472,sales
2025-11-17 13:25:29,5623.913877883303,sales
2025-11-18 13:25:29,5625.509917442008,sales
2025-11-19 13:25:29,5623.100365633598,sales
2025-11-20 13:25:29,5652.71491816175,sales
2025-11-21 13:25:29,5667.939159364965,sales
2025-11-22 13:25:29,5656.605610244538,sales
2025-11-23 13:25:29,5677.346806192667,sales
2025-11-24 13:25:29,5694.929537765644,sales
2025-11-25 13:25:29,5701.754696110224,sales
2025-11-26 13:25:29,5718.349875283528,sales
2025-11-27 13:25:29,5722.843313042069,sales
2025-11-28 13:25:29,5745.1661325007135,sales
2025-11-29 13:25:29,5753.110709497422,sales
2025-11-30 13:25:29,5746.96713765339,sales
2025-12-01 13:25:29,5751.435644137855,sales
2025-12-02 13:25:29,5759.000519887428,sales
2025-12-03 13:25:29,5777.413361902988,sales
2025-12-04 13:25:29,5784.005524997865,sales
2025-12-05 13:25:29,5797.827125911909,sales
2025-12-06 13:25:29,5801.493738682594,sales
2025-12-07 13:25:29,5829.318826520792,sales
2025-12-08 13:25:29,5833.506416405737,sales
